Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.)
21867.1875,0.008431825307,21867.1875,0.00561542027,21867.1875,0.0486230936,21867.1875,0.5937184937,21867.1875,0.02309430159,21867.1875,0.01332539498
21890.625,0.01979530032,21890.625,0.01461756519,21890.625,0.04236021464,21890.625,0.2890402074,21890.625,0.02975364992,21890.625,0.02218400405
21914.0625,0.01549338093,21914.0625,0.01611149423,21914.0625,0.04890545541,21914.0625,1.108351686,21914.0625,0.01022026088,21914.0625,0.0224773458
21937.5,0.009495027028,21937.5,0.01179391126,21937.5,0.03253681774,21937.5,1.112939651,21937.5,0.01608364371,21937.5,0.004499592613
21960.9375,0.02289886522,21960.9375,0.02291426367,21960.9375,0.01707959279,21960.9375,0.3759215008,21960.9375,0.01365300802,21960.9375,0.009240890148
21984.375,0.01868457953,21984.375,0.02476881767,21984.375,0.03597501868,21984.375,1.469823921,21984.375,0.023836755,21984.375,0.02136388943
22007.8125,0.007501137755,22007.8125,0.002050438312,22007.8125,0.01830377501,22007.8125,1.366631317,22007.8125,0.004382420009,22007.8125,0.02581230073
22031.25,0.01224042488,22031.25,0.01395870232,22031.25,0.05629493407,22031.25,1.009729314,22031.25,0.0175891107,22031.25,0.007341828649
22054.6875,0.0086588143,22054.6875,0.01660051243,22054.6875,0.0467081872,22054.6875,0.3959623056,22054.6875,0.02660950562,22054.6875,0.007663160657
22078.125,0.0108780235,22078.125,0.006737970972,22078.125,0.02273578739,22078.125,0.7143476749,22078.125,0.01294973664,22078.125,0.005035785545
22101.5625,0.00752920596,22101.5625,0.02420081424,22101.5625,0.01801416411,22101.5625,1.255347342,22101.5625,0.004156953754,22101.5625,0.01065187574
22125,0.02113010458,22125,0.01216511497,22125,0.03457123239,22125,1.658635481,22125,0.05638547993,22125,0.01451161701
22148.4375,0.001554705285,22148.4375,0.01124974724,22148.4375,0.01433336495,22148.4375,1.486903318,22148.4375,0.08262263241,22148.4375,0.007170670199
22171.875,0.01352061621,22171.875,0.0130047556,22171.875,0.008295531848,22171.875,0.9128087075,22171.875,0.05162609197,22171.875,0.006501010932
22195.3125,0.009475769399,22195.3125,0.01736345616,22195.3125,0.04138374875,22195.3125,1.315654676,22195.3125,0.05494029076,22195.3125,0.008304384382
22218.75,0.01767438037,22218.75,0.00686028207,22218.75,0.03999906668,22218.75,0.8319209053,22218.75,0.03103201936,22218.75,0.01794326562
22242.1875,0.01113451793,22242.1875,0.009941430546,22242.1875,0.02673979302,22242.1875,0.6250828267,22242.1875,0.018495085,22242.1875,0.03169429245
22265.625,0.01195554492,22265.625,0.004901589994,22265.625,0.07298708973,22265.625,1.453389876,22265.625,0.04590510935,22265.625,0.02824888818
22289.0625,0.007216979797,22289.0625,0.007834678807,22289.0625,0.02567580081,22289.0625,1.417696491,22289.0625,0.04890912682,22289.0625,0.02286057558
22312.5,0.005007898864,22312.5,0.01283506146,22312.5,0.01181142721,22312.5,0.5667092849,22312.5,0.04659009354,22312.5,0.01502145233
22335.9375,0.006459804287,22335.9375,0.01702699306,22335.9375,0.01902170636,22335.9375,1.311355169,22335.9375,0.02313363211,22335.9375,0.004081366527
22359.375,0.004151068095,22359.375,0.007917754744,22359.375,0.03345210323,22359.375,0.8757439881,22359.375,0.003826966097,22359.375,0.004139826691
22382.8125,0.01060288949,22382.8125,0.005617014759,22382.8125,0.05273325146,22382.8125,0.7386698994,22382.8125,0.001976581153,22382.8125,0.01554673046
22406.25,0.001878230313,22406.25,0.01551805156,22406.25,0.03477130347,22406.25,0.3329641033,22406.25,0.03579425034,22406.25,0.01695942143
22429.6875,0.02158984514,22429.6875,0.01457749562,22429.6875,0.02118519136,22429.6875,1.727994068,22429.6875,0.03805650849,22429.6875,0.009078702172
22453.125,0.007721786321,22453.125,0.01078791552,22453.125,0.021380104,22453.125,1.208966033,22453.125,0.03035916766,22453.125,0.008214837366
22476.5625,0.006077485401,22476.5625,0.005832563837,22476.5625,0.03349415348,22476.5625,0.07778415268,22476.5625,0.006775868945,22476.5625,0.02045038506
22500,0.0131775481,22500,0.007439549734,22500,0.01420123597,22500,0.4472031161,22500,0.02975428423,22500,0.008093771869
22523.4375,0.008332832102,22523.4375,0.006841923133,22523.4375,0.02232527776,22523.4375,0.475349781,22523.4375,0.03742874643,22523.4375,0.01007983802
22546.875,0.00604340255,22546.875,0.003889128663,22546.875,0.03633398775,22546.875,0.3413859818,22546.875,0.01968528703,22546.875,0.008076810411
22570.3125,0.006380855883,22570.3125,0.006570343361,22570.3125,0.0377458444,22570.3125,0.5978101933,22570.3125,0.02081111713,22570.3125,0.01665622237
22593.75,0.009969725219,22593.75,0.00655004698,22593.75,0.02910027144,22593.75,0.1703431423,22593.75,0.01033504112,22593.75,0.008026271813
22617.1875,0.009997036428,22617.1875,0.004877821598,22617.1875,0.001806710413,22617.1875,0.71533246,22617.1875,0.01174231995,22617.1875,0.01684633648
22640.625,0.008382222888,22640.625,0.01838400672,22640.625,0.0260607188,22640.625,0.2532124844,22640.625,0.01115199492,22640.625,0.003203565019
22664.0625,0.008579115498,22664.0625,0.001188263845,22664.0625,0.005189235776,22664.0625,0.2768285347,22664.0625,0.01160139909,22664.0625,0.004431898512
22687.5,0.004996458346,22687.5,0.004692714213,22687.5,0.005155444685,22687.5,0.1170549708,22687.5,0.006528689026,22687.5,0.005384008521
22710.9375,0.003932222801,22710.9375,0.001727677397,22710.9375,0.02795041857,22710.9375,0.4624034121,22710.9375,0.02020398813,22710.9375,0.006818357362
22734.375,0.008872595161,22734.375,0.007024303826,22734.375,0.02809795458,22734.375,0.1380465728,22734.375,0.01430460917,22734.375,0.005211599054
22757.8125,0.00231295164,22757.8125,0.003140886942,22757.8125,0.01714266863,22757.8125,0.1626522023,22757.8125,0.005448957342,22757.8125,0.006788958152
22781.25,0.01175236089,22781.25,0.009370537258,22781.25,0.005677084213,22781.25,0.3038022839,22781.25,0.01967510969,22781.25,0.006040231482
22804.6875,0.009659099758,22804.6875,0.004222602471,22804.6875,0.01326888847,22804.6875,0.1687588326,22804.6875,0.007864420068,22804.6875,0.003073619343
22828.125,0.002859033848,22828.125,0.001043800027,22828.125,0.01498755933,22828.125,0.5826132462,22828.125,0.01281968429,22828.125,0.00720327587
22851.5625,0.008770508326,22851.5625,0.004496534667,22851.5625,0.006841208726,22851.5625,0.336177585,22851.5625,0.022112426,22851.5625,0.004488934914
22875,0.004749184337,22875,0.003689514927,22875,0.007581531934,22875,0.6014392327,22875,0.008408826491,22875,0.005310252146
22898.4375,0.006873822221,22898.4375,0.003763531126,22898.4375,0.003582712428,22898.4375,0.5582061964,22898.4375,0.008558279825,22898.4375,0.0047180221
22921.875,0.009291474677,22921.875,0.007819124844,22921.875,0.01068541584,22921.875,0.2807230977,22921.875,0.008569569346,22921.875,0.00598377517
22945.3125,0.004581356104,22945.3125,0.007659177249,22945.3125,0.00552320412,22945.3125,0.6081939271,22945.3125,0.009481266141,22945.3125,0.001763025914
22968.75,0.002974602009,22968.75,0.0038198368,22968.75,0.01675794758,22968.75,0.1673858434,22968.75,0.009858508903,22968.75,0.00221484812
22992.1875,0.006329165678,22992.1875,0.006190168321,22992.1875,0.009658049883,22992.1875,0.3671176761,22992.1875,0.007229674367,22992.1875,0.002388090012
23015.625,0.006062428247,23015.625,0.004589718092,23015.625,0.00449311564,23015.625,0.4797476661,23015.625,0.01260033249,23015.625,0.00407668317
23039.0625,0.005152903299,23039.0625,0.001557154324,23039.0625,0.02862909356,23039.0625,0.2659692591,23039.0625,0.02095248566,23039.0625,0.002899949579
23062.5,0.005136806613,23062.5,0.009285387787,23062.5,0.008610410912,23062.5,0.1168215962,23062.5,0.01001479529,23062.5,0.002556006433
23085.9375,0.003401301277,23085.9375,0.004041260733,23085.9375,0.009718932872,23085.9375,0.3619731671,23085.9375,0.003617778686,23085.9375,0.003074545422
23109.375,0.001834334175,23109.375,0.01088317311,23109.375,0.01972053072,23109.375,0.06026917214,23109.375,0.007570773519,23109.375,0.003483265591
23132.8125,0.004468125656,23132.8125,0.003342387293,23132.8125,0.009190213917,23132.8125,0.09976800745,23132.8125,0.002088681256,23132.8125,0.003663645721
23156.25,0.007137297707,23156.25,0.002873392739,23156.25,0.001015560913,23156.25,0.1837208773,23156.25,0.01168156968,23156.25,0.00352642547
23179.6875,0.001654369319,23179.6875,0.004449568281,23179.6875,0.003111946079,23179.6875,0.2934742435,23179.6875,0.01436368388,23179.6875,0.00493140546
23203.125,0.01370025281,23203.125,0.007104606633,23203.125,0.00857551695,23203.125,0.1928696956,23203.125,0.006319465669,23203.125,0.003137872445
23226.5625,0.00668927837,23226.5625,0.00279487026,23226.5625,0.007964074522,23226.5625,0.151813218,23226.5625,0.005308577831,23226.5625,0.002709210253
23250,0.007250377326,23250,0.002320472235,23250,0.02325011378,23250,0.5219168757,23250,0.004969478428,23250,0.002702195078
23273.4375,0.008183862075,23273.4375,0.004495796359,23273.4375,0.009584089011,23273.4375,0.1565254638,23273.4375,0.008659086508,23273.4375,0.00124061179
23296.875,0.009905435052,23296.875,0.007761988726,23296.875,0.01848152908,23296.875,0.2827082467,23296.875,0.007505817816,23296.875,0.0006335112628
23320.3125,0.007769031662,23320.3125,0.003226590454,23320.3125,0.002986011383,23320.3125,0.1581304501,23320.3125,0.003776270135,23320.3125,0.001621791062
23343.75,0.002743709973,23343.75,0.004903576576,23343.75,0.009685754587,23343.75,0.3918523797,23343.75,0.006248026786,23343.75,0.004127827448
23367.1875,0.0007815658467,23367.1875,0.003196271041,23367.1875,0.0165188155,23367.1875,0.2016699602,23367.1875,0.006464037838,23367.1875,0.0007868839353
23390.625,0.00424268697,23390.625,0.00489405582,23390.625,0.005630570842,23390.625,0.1538524151,23390.625,0.003186128323,23390.625,0.003358831565
23414.0625,0.008864459663,23414.0625,0.004442048074,23414.0625,0.01710583966,23414.0625,0.2102126859,23414.0625,0.002939641829,23414.0625,0.004252963308
23437.5,0.005695188877,23437.5,0.003289588617,23437.5,0.01527788193,23437.5,0.1907134697,23437.5,0.007651045594,23437.5,0.003799062182
23460.9375,0.0128869957,23460.9375,0.005545375417,23460.9375,0.009630359307,23460.9375,0.1450895006,23460.9375,0.003565669008,23460.9375,0.002664570018
23484.375,0.00340703905,23484.375,0.003772075166,23484.375,0.005979431076,23484.375,0.1490021718,23484.375,0.003455948435,23484.375,0.005108072251
23507.8125,0.006503851859,23507.8125,0.006461802949,23507.8125,0.01018260859,23507.8125,0.0768660781,23507.8125,0.003987999657,23507.8125,0.002857605216
23531.25,0.003410921438,23531.25,0.004225124381,23531.25,0.01103686925,23531.25,0.06208852411,23531.25,0.007022565109,23531.25,0.001324005881
23554.6875,0.007760935631,23554.6875,0.005316071566,23554.6875,0.009755116997,23554.6875,0.1508660072,23554.6875,0.005523157641,23554.6875,0.002566582944
23578.125,0.004859550726,23578.125,0.00821263825,23578.125,0.007667837586,23578.125,0.08911825041,23578.125,0.006390743165,23578.125,0.002121668858
23601.5625,0.009371121222,23601.5625,0.005058752992,23601.5625,0.003534709339,23601.5625,0.09858600066,23601.5625,0.004311916176,23601.5625,0.001670847535
23625,0.008581548183,23625,0.01022971903,23625,0.003832427108,23625,0.03636908959,23625,0.001278644169,23625,0.003645680063
23648.4375,0.006607217315,23648.4375,0.006316206362,23648.4375,0.007860534347,23648.4375,0.09266417904,23648.4375,0.007779695429,23648.4375,0.00370152515
23671.875,0.002032619444,23671.875,0.00297723184,23671.875,0.006089615625,23671.875,0.04581704783,23671.875,0.007479136447,23671.875,0.003899649877
23695.3125,0.005082297769,23695.3125,0.001971792073,23695.3125,0.009773097215,23695.3125,0.04634362775,23695.3125,0.007189867568,23695.3125,0.001142276561
23718.75,0.002199928424,23718.75,0.003172310784,23718.75,0.006848064899,23718.75,0.06087569141,23718.75,0.004950132044,23718.75,0.001971536169
23742.1875,0.00231188249,23742.1875,0.007859031081,23742.1875,0.006557495459,23742.1875,0.07768649395,23742.1875,0.006658379077,23742.1875,0.002384320291
23765.625,0.005215808826,23765.625,0.0005383192449,23765.625,0.003176524846,23765.625,0.08673786789,23765.625,0.006639453206,23765.625,0.00209717242
23789.0625,0.003531047578,23789.0625,0.001604958805,23789.0625,0.001925170638,23789.0625,0.06121177235,23789.0625,0.005131804179,23789.0625,0.001191374115
23812.5,0.00394045766,23812.5,0.002759262984,23812.5,0.008387476267,23812.5,0.06626809576,23812.5,0.003309684742,23812.5,0.001277936083
23835.9375,0.002590214732,23835.9375,0.0008494766327,23835.9375,0.009943517775,23835.9375,0.06939150456,23835.9375,0.005314617325,23835.9375,0.000299713398
23859.375,0.004199513506,23859.375,0.0005955937801,23859.375,0.003018813674,23859.375,0.06946695777,23859.375,0.005148895191,23859.375,0.0008149593533
23882.8125,0.003708952044,23882.8125,0.002446626648,23882.8125,0.004189020105,23882.8125,0.06329245268,23882.8125,0.006038957994,23882.8125,0.0007573066682
23906.25,0.002612006476,23906.25,0.00113158759,23906.25,0.003316007664,23906.25,0.06514743771,23906.25,0.003868898916,23906.25,0.001153154203
23929.6875,0.003363977052,23929.6875,0.003810810115,23929.6875,0.003790629232,23929.6875,0.07875272698,23929.6875,0.004417237631,23929.6875,0.0009746886365
23953.125,0.005241473877,23953.125,0.003443037173,23953.125,0.005350670407,23953.125,0.06588007865,23953.125,0.005239885905,23953.125,0.00172836026
23976.5625,0.001030928129,23976.5625,0.001225617671,23976.5625,0.00928095363,23976.5625,0.08113143111,23976.5625,0.005124604761,23976.5625,0.0003955900906
