Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.),Frequency (Hz),Absolute Amplitude (a.u.)
8671.875,0.0006276041515,8671.875,0.00343526161,8671.875,0.0137829953,8671.875,0.4926309273,8671.875,0.01620009174,8671.875,0.02571467849
8695.3125,0.004103508188,8695.3125,0.005046267515,8695.3125,0.01842057294,8695.3125,0.1711989797,8695.3125,0.03160574002,8695.3125,0.04033982397
8718.75,0.008034401225,8718.75,0.004626069501,8718.75,0.00941967644,8718.75,0.5700312365,8718.75,0.04893303261,8718.75,0.008531648058
8742.1875,0.0117524239,8742.1875,0.002392222453,8742.1875,0.01666545898,8742.1875,0.988161239,8742.1875,0.05183956106,8742.1875,0.01160344191
8765.625,0.003647346923,8765.625,0.003553506086,8765.625,0.01920829763,8765.625,0.661477782,8765.625,0.05276505567,8765.625,0.0179968617
8789.0625,0.003129223896,8789.0625,0.003807603535,8789.0625,0.008312841531,8789.0625,0.3095894752,8789.0625,0.05813890076,8789.0625,0.01483066831
8812.5,0.004722961855,8812.5,0.002152929576,8812.5,0.02239094078,8812.5,0.8228444256,8812.5,0.02209573625,8812.5,0.005135175297
8835.9375,0.008027780258,8835.9375,0.003842524103,8835.9375,0.01628555656,8835.9375,0.3575543244,8835.9375,0.02875720441,8835.9375,0.008003296843
8859.375,0.003532978877,8859.375,0.002311119241,8859.375,0.01742602796,8859.375,0.5132549866,8859.375,0.02996453635,8859.375,0.009781792017
8882.8125,0.01131832885,8882.8125,0.002522134335,8882.8125,0.003810965968,8882.8125,0.7553474306,8882.8125,0.004523666398,8882.8125,0.001851247462
8906.25,0.001889806039,8906.25,0.002535334351,8906.25,0.02039003313,8906.25,0.4907168635,8906.25,0.005592602448,8906.25,0.004665734779
8929.6875,0.008119685947,8929.6875,0.003834962356,8929.6875,0.009002507281,8929.6875,1.330584577,8929.6875,0.005052475412,8929.6875,0.006408983423
8953.125,0.007471584699,8953.125,0.001216558405,8953.125,0.009104248269,8953.125,0.6747892426,8953.125,0.01229492562,8953.125,0.01564121082
8976.5625,0.008667952441,8976.5625,0.005574607563,8976.5625,0.0171065799,8976.5625,0.5032212316,8976.5625,0.01764028649,8976.5625,0.02417394459
9000,0.006970748402,9000,0.003390073027,9000,0.01136704465,9000,0.6087731811,9000,0.02535390669,9000,0.0142075701
9023.4375,0.01117331205,9023.4375,0.002675747788,9023.4375,0.02622258649,9023.4375,0.5448273934,9023.4375,0.01562427581,9023.4375,0.01164774559
9046.875,0.003008604768,9046.875,0.004446495361,9046.875,0.01793741644,9046.875,0.05115964859,9046.875,0.01406512428,9046.875,0.02535958359
9070.3125,0.003667963122,9070.3125,0.003750073697,9070.3125,0.004826531255,9070.3125,0.8360796852,9070.3125,0.04094949427,9070.3125,0.007778845606
9093.75,0.00769719085,9093.75,0.005557422247,9093.75,0.01296727777,9093.75,0.2846639738,9093.75,0.04995232932,9093.75,0.01359243111
9117.1875,0.004002234968,9117.1875,0.005503931946,9117.1875,0.01580625561,9117.1875,0.06219600422,9117.1875,0.03052078461,9117.1875,0.03550255597
9140.625,0.003403702449,9140.625,0.00267771795,9140.625,0.01322174927,9140.625,0.5847314182,9140.625,0.02085778066,9140.625,0.02713517717
9164.0625,0.005805679402,9164.0625,0.003336198588,9164.0625,0.01215652314,9164.0625,0.5088801077,9164.0625,0.01926389296,9164.0625,0.006719133117
9187.5,0.0128811765,9187.5,0.004939760377,9187.5,0.01763158911,9187.5,0.2967658079,9187.5,0.009745964127,9187.5,0.01403239912
9210.9375,0.00780022112,9210.9375,0.003116825326,9210.9375,0.01208305969,9210.9375,0.7526038783,9210.9375,0.009741155343,9210.9375,0.01506386298
9234.375,0.005908589355,9234.375,0.003710251882,9234.375,0.01534678426,9234.375,0.277622305,9234.375,0.0335593054,9234.375,0.02526411666
9257.8125,0.002154883872,9257.8125,0.0008997622917,9257.8125,0.02026782515,9257.8125,0.03354815845,9257.8125,0.01943070314,9257.8125,0.00406421928
9281.25,0.008359172999,9281.25,0.002755071789,9281.25,0.007065903598,9281.25,0.278020235,9281.25,0.01123895764,9281.25,0.01418364849
9304.6875,0.002679524173,9304.6875,0.00307170091,9304.6875,0.001250212621,9304.6875,0.4697291978,9304.6875,0.009172730625,9304.6875,0.01440475609
9328.125,0.008459985277,9328.125,0.003785502283,9328.125,0.0107050037,9328.125,0.4880556743,9328.125,0.007496785882,9328.125,0.01517332311
9351.5625,0.01316357876,9351.5625,0.0003521930781,9351.5625,0.01386354536,9351.5625,0.5193582361,9351.5625,0.01416076059,9351.5625,0.005040489627
9375,0.00118134664,9375,0.000399194964,9375,0.01226236083,9375,0.439085422,9375,0.02134046589,9375,0.01530897662
9398.4375,0.003602409485,9398.4375,0.003313734162,9398.4375,0.01388406384,9398.4375,0.5377413764,9398.4375,0.02126663868,9398.4375,0.01729298148
9421.875,0.004016764,9421.875,0.004075968912,9421.875,0.01147945368,9421.875,0.1239627793,9421.875,0.01786509397,9421.875,0.01364376048
9445.3125,0.002950641604,9445.3125,0.004093610899,9445.3125,0.01974872132,9445.3125,0.327050191,9445.3125,0.01656628212,9445.3125,0.02923944582
9468.75,0.005970565021,9468.75,0.003501392296,9468.75,0.008305756104,9468.75,0.2605554208,9468.75,0.00145449436,9468.75,0.03746796364
9492.1875,0.004692346219,9492.1875,0.003724018123,9492.1875,0.0164640148,9492.1875,0.552474811,9492.1875,0.01878327799,9492.1875,0.02129193374
9515.625,0.00992831281,9515.625,0.001383078439,9515.625,0.01487480267,9515.625,0.5567200209,9515.625,0.01275633541,9515.625,0.02233575116
9539.0625,0.008937404127,9539.0625,0.001520333161,9539.0625,0.008737333628,9539.0625,0.2727796478,9539.0625,0.01572265728,9539.0625,0.01081986513
9562.5,0.006769365659,9562.5,0.001300751444,9562.5,0.01660463159,9562.5,0.09073443826,9562.5,0.04024723963,9562.5,0.01752426899
9585.9375,0.01110551741,9585.9375,0.002680897553,9585.9375,0.01067713787,9585.9375,0.5479732265,9585.9375,0.02392089068,9585.9375,0.01145522938
9609.375,0.004547838226,9609.375,0.002522530156,9609.375,0.0050767911,9609.375,0.2202581574,9609.375,0.01167182285,9609.375,0.009734865091
9632.8125,0.01140763289,9632.8125,0.002335343185,9632.8125,0.00795786995,9632.8125,0.4608314414,9632.8125,0.01434067068,9632.8125,0.01428082836
9656.25,0.007697568011,9656.25,0.003290009782,9656.25,0.007678300974,9656.25,0.3389214624,9656.25,0.02712315343,9656.25,0.007746066518
9679.6875,0.003787105528,9679.6875,0.004111588175,9679.6875,0.004100749053,9679.6875,0.6585945864,9679.6875,0.02728821524,9679.6875,0.002974522972
9703.125,0.00209052889,9703.125,0.001099819228,9703.125,0.009857459835,9703.125,0.1213006155,9703.125,0.02694282073,9703.125,0.005285315583
9726.5625,0.001671220335,9726.5625,0.003968692029,9726.5625,0.01174557407,9726.5625,0.2996889473,9726.5625,0.001892149589,9726.5625,0.01222593322
9750,0.005152690263,9750,0.001512176853,9750,0.01296954901,9750,0.471310393,9750,0.03074014046,9750,0.007806908955
9773.4375,0.007192935202,9773.4375,0.009037014408,9773.4375,0.007469098048,9773.4375,0.3596023006,9773.4375,0.009684741846,9773.4375,0.002301855778
9796.875,0.003812422837,9796.875,0.00169065747,9796.875,0.00612769,9796.875,0.2358579978,9796.875,0.02550256989,9796.875,0.01078992618
9820.3125,0.001615587938,9820.3125,0.005221981639,9820.3125,0.009905866627,9820.3125,0.439559591,9820.3125,0.009664709009,9820.3125,0.0113882324
9843.75,0.002146482936,9843.75,0.0002793778085,9843.75,0.009777975208,9843.75,0.2266465314,9843.75,0.004698684524,9843.75,0.01358813373
9867.1875,0.006767049382,9867.1875,0.003798347465,9867.1875,0.009071661792,9867.1875,0.1322739819,9867.1875,0.02357151214,9867.1875,0.01578748993
9890.625,0.00304683573,9890.625,0.002493758379,9890.625,0.006448900412,9890.625,0.1896532422,9890.625,0.01800676969,9890.625,0.001500168176
9914.0625,0.005002872641,9914.0625,0.00211611353,9914.0625,0.008929180899,9914.0625,0.2455179424,9914.0625,0.03131792514,9914.0625,0.01018124692
9937.5,0.003882269808,9937.5,0.001230566361,9937.5,0.005030778658,9937.5,0.1406074324,9937.5,0.009708505891,9937.5,0.0120539898
9960.9375,0.006109206002,9960.9375,0.002405849219,9960.9375,0.007582675783,9960.9375,0.3494052475,9960.9375,0.0143959487,9960.9375,0.00264036429
9984.375,0.00415453202,9984.375,0.002945433443,9984.375,0.006506513698,9984.375,0.3592567654,9984.375,0.006202012437,9984.375,0.01657258463
10007.8125,0.003768998778,10007.8125,0.005777048806,10007.8125,0.01363061955,10007.8125,0.5318385492,10007.8125,0.03291869104,10007.8125,0.01187113826
10031.25,0.005253829075,10031.25,0.002073174671,10031.25,0.01955243636,10031.25,0.1686767444,10031.25,0.0242097828,10031.25,0.006066164021
10054.6875,0.001906912813,10054.6875,0.002356180359,10054.6875,0.01109536443,10054.6875,0.3355191795,10054.6875,0.02263990589,10054.6875,0.009468210927
10078.125,0.009001340831,10078.125,0.001543433165,10078.125,0.004344860516,10078.125,0.075596292,10078.125,0.01135767029,10078.125,0.01480536654
10101.5625,0.004874890043,10101.5625,0.004055064816,10101.5625,0.01614561614,10101.5625,0.1563780804,10101.5625,0.0164770178,10101.5625,0.01580998758
10125,0.00345915475,10125,0.0002571918279,10125,0.011912135,10125,0.149416019,10125,0.03192100521,10125,0.004212598806
10148.4375,0.0058412394,10148.4375,0.002378393789,10148.4375,0.01035867024,10148.4375,0.05429784414,10148.4375,0.008781854645,10148.4375,0.002996539696
10171.875,0.003622882296,10171.875,0.003082231404,10171.875,0.005670317774,10171.875,0.7037676143,10171.875,0.04330346858,10171.875,0.005947409318
10195.3125,0.003925135868,10195.3125,0.001925518643,10195.3125,0.01376864228,10195.3125,0.2767508658,10195.3125,0.04661342657,10195.3125,0.01115485274
10218.75,0.003309128205,10218.75,0.001442485325,10218.75,0.008693614292,10218.75,0.4634196615,10218.75,0.02585559223,10218.75,0.01225145366
10242.1875,0.003673917209,10242.1875,0.001167633194,10242.1875,0.006279664225,10242.1875,0.5185001331,10242.1875,0.006668496987,10242.1875,0.01099396232
10265.625,0.005021246879,10265.625,0.002627780103,10265.625,0.0094202067,10265.625,0.8574344914,10265.625,0.02825689912,10265.625,0.009731843683
10289.0625,0.001082419536,10289.0625,0.0007148961883,10289.0625,0.002453605343,10289.0625,0.5171052498,10289.0625,0.04000046633,10289.0625,0.01063791214
10312.5,0.00283563638,10312.5,0.002195946832,10312.5,0.009635074949,10312.5,0.3926935115,10312.5,0.01664622748,10312.5,0.02095774892
10335.9375,0.003302312398,10335.9375,0.001213810312,10335.9375,0.005023083242,10335.9375,1.294659671,10335.9375,0.04640445138,10335.9375,0.009760289026
10359.375,0.005217956899,10359.375,0.0006810366897,10359.375,0.01331757888,10359.375,0.1976497169,10359.375,0.0512169886,10359.375,0.009052182362
10382.8125,0.005680230853,10382.8125,0.0009793120498,10382.8125,0.01625702769,10382.8125,0.6051359232,10382.8125,0.01161627493,10382.8125,0.01610273716
10406.25,0.00305319725,10406.25,0.001850077759,10406.25,0.005960211506,10406.25,0.4681202772,10406.25,0.02798708091,10406.25,0.01809593206
10429.6875,0.004368579127,10429.6875,0.001848358445,10429.6875,0.01218912695,10429.6875,0.3935583804,10429.6875,0.02643014078,10429.6875,0.004512226842
10453.125,0.001983571651,10453.125,0.001704500713,10453.125,0.01814373639,10453.125,0.4540492331,10453.125,0.01918200041,10453.125,0.008479930031
10476.5625,0.005003897016,10476.5625,0.003328063402,10476.5625,0.01430981875,10476.5625,0.4615597593,10476.5625,0.0467830518,10476.5625,0.006172953993
10500,0.004908767448,10500,0.001004185608,10500,0.004706547446,10500,0.883633959,10500,0.08231248323,10500,0.01886111327
10523.4375,0.007722125633,10523.4375,0.003565837799,10523.4375,0.002634168759,10523.4375,0.7894380891,10523.4375,0.03775751352,10523.4375,0.0372806459
10546.875,0.006120970838,10546.875,0.0004251069762,10546.875,0.01668720733,10546.875,0.6171200287,10546.875,0.02714391713,10546.875,0.02665423555
10570.3125,0.003191111488,10570.3125,0.001248887465,10570.3125,0.01232756745,10570.3125,0.3627693187,10570.3125,0.05586933731,10570.3125,0.02399040062
10593.75,0.003392717388,10593.75,0.001604920078,10593.75,0.005926689925,10593.75,0.7607723761,10593.75,0.05519585216,10593.75,0.02661720629
10617.1875,0.003123379286,10617.1875,0.00209681143,10617.1875,0.01283935521,10617.1875,0.6561456093,10617.1875,0.002988085468,10617.1875,0.01542068122
10640.625,0.003124083504,10640.625,0.00206200315,10640.625,0.01111222811,10640.625,0.2123419709,10640.625,0.01430644725,10640.625,0.006788575031
10664.0625,0.0008272932577,10664.0625,0.0006661351081,10664.0625,0.01612778878,10664.0625,0.07360563291,10664.0625,0.03305560116,10664.0625,0.006398094294
10687.5,0.004832162834,10687.5,0.002139551663,10687.5,0.0147949547,10687.5,0.313296005,10687.5,0.01917539285,10687.5,0.02348471663
10710.9375,0.0009724424151,10710.9375,0.002233238977,10710.9375,0.01598095569,10710.9375,0.7530199086,10710.9375,0.03271864102,10710.9375,0.01087550406
10734.375,0.003432178532,10734.375,0.002832666797,10734.375,0.009085216562,10734.375,0.5041952371,10734.375,0.05814450018,10734.375,0.03182882334
10757.8125,0.004338220219,10757.8125,0.002127811096,10757.8125,0.0197371655,10757.8125,0.9871355114,10757.8125,0.03305483133,10757.8125,0.02289081873
10781.25,0.002416024597,10781.25,0.003317275949,10781.25,0.007726292089,10781.25,0.4160435842,10781.25,0.01229411934,10781.25,0.02316656378
10804.6875,0.002403797412,10804.6875,0.002453284359,10804.6875,0.017917392,10804.6875,0.3040439976,10804.6875,0.02461771178,10804.6875,0.0160248823
10828.125,0.006298366089,10828.125,0.002487804091,10828.125,0.00784306655,10828.125,0.3554654163,10828.125,0.0165275606,10828.125,0.02343188724
10851.5625,0.0008059700627,10851.5625,0.002864506854,10851.5625,0.002428406432,10851.5625,0.3591408459,10851.5625,0.02572729135,10851.5625,0.01964003681
10875,0.005968957303,10875,0.00275149364,10875,0.01071910891,10875,0.009228685461,10875,0.02726054705,10875,0.01388700255
10898.4375,0.003765761552,10898.4375,0.002608379463,10898.4375,0.006079043,10898.4375,0.1232022352,10898.4375,0.04094748921,10898.4375,0.02646228873
10921.875,0.007505138166,10921.875,0.002456881378,10921.875,0.008689473578,10921.875,0.5275728623,10921.875,0.04548978311,10921.875,0.01526407958
10945.3125,0.002020496616,10945.3125,0.00198362747,10945.3125,0.01159829665,10945.3125,0.6327477888,10945.3125,0.0136280228,10945.3125,0.006434294782
10968.75,0.002763331902,10968.75,0.002776290183,10968.75,0.01012334799,10968.75,1.878370789,10968.75,0.005418711819,10968.75,0.01694585679
10992.1875,0.003167393269,10992.1875,0.002228419588,10992.1875,0.00434618564,10992.1875,0.4166115184,10992.1875,0.01792850384,10992.1875,0.01738210721
11015.625,0.006384178144,11015.625,0.001000821993,11015.625,0.01452902357,11015.625,1.106066904,11015.625,0.0399074626,11015.625,0.04440950232
11039.0625,0.003054893918,11039.0625,0.001332934868,11039.0625,0.02192542966,11039.0625,0.4123862641,11039.0625,0.03182882932,11039.0625,0.04518581479
11062.5,0.005537123217,11062.5,0.001142348102,11062.5,0.004965294997,11062.5,0.6994130407,11062.5,0.04014559689,11062.5,0.01758847199
11085.9375,0.005456390102,11085.9375,0.001298345227,11085.9375,0.0189956554,11085.9375,0.2439441206,11085.9375,0.04581593046,11085.9375,0.01810721466
11109.375,0.005731043473,11109.375,0.0009770226105,11109.375,0.02151439785,11109.375,1.259314618,11109.375,0.01556771455,11109.375,0.02996503552
11132.8125,0.005065660059,11132.8125,0.005040774404,11132.8125,0.01759938812,11132.8125,1.483699913,11132.8125,0.004475705345,11132.8125,0.01236923637
11156.25,0.0005871908337,11156.25,0.0008096559435,11156.25,0.008900153383,11156.25,0.5431274422,11156.25,0.01570056931,11156.25,0.05553338767
11179.6875,0.003594870368,11179.6875,0.0001883202217,11179.6875,0.00917810562,11179.6875,1.045191125,11179.6875,0.01429322934,11179.6875,0.0392148821
11203.125,0.00190470992,11203.125,0.001250707999,11203.125,0.007893229145,11203.125,1.137991174,11203.125,0.02060402564,11203.125,0.03568951631
11226.5625,0.004216122682,11226.5625,0.001001726225,11226.5625,0.01692658461,11226.5625,0.2326119926,11226.5625,0.01345449815,11226.5625,0.01433272068
11250,0.00245873453,11250,0.001168435432,11250,0.02008652224,11250,0.2903057799,11250,0.02318451156,11250,0.02118953419
11273.4375,0.004749398214,11273.4375,0.0008765452576,11273.4375,0.01095167384,11273.4375,1.028091789,11273.4375,0.01254729553,11273.4375,0.04485531358
11296.875,0.003634732986,11296.875,0.001652870859,11296.875,0.002480086981,11296.875,0.4598304633,11296.875,0.008736970095,11296.875,0.03199022491
11320.3125,0.002411604996,11320.3125,0.005576546553,11320.3125,0.01582445519,11320.3125,0.2867837239,11320.3125,0.01560121376,11320.3125,0.01115308541
11343.75,0.005377885946,11343.75,0.001168165824,11343.75,0.00123721537,11343.75,0.4291397339,11343.75,0.05072323862,11343.75,0.02862452883
11367.1875,0.001462127326,11367.1875,0.002018484692,11367.1875,0.01272332473,11367.1875,0.2510820006,11367.1875,0.05722949361,11367.1875,0.02635714302
11390.625,0.007778806104,11390.625,0.002575017504,11390.625,0.00612528647,11390.625,1.110638093,11390.625,0.04683122726,11390.625,0.03945562138
11414.0625,0.00415269562,11414.0625,0.002447028086,11414.0625,0.01228970518,11414.0625,0.5440212652,11414.0625,0.02851476305,11414.0625,0.04046762177
11437.5,0.007825303079,11437.5,0.00313516277,11437.5,0.0185501244,11437.5,1.063574823,11437.5,0.02832138941,11437.5,0.01772364798
11460.9375,0.004878676935,11460.9375,0.002923747143,11460.9375,0.009780013464,11460.9375,1.061904631,11460.9375,0.03049191858,11460.9375,0.02800593814
11484.375,0.004258857341,11484.375,0.0005192988769,11484.375,0.0114439935,11484.375,0.7012213358,11484.375,0.02297350005,11484.375,0.0214101842
11507.8125,0.007592153368,11507.8125,0.00245435628,11507.8125,0.005491691068,11507.8125,0.901429414,11507.8125,0.03905329016,11507.8125,0.03263949973
11531.25,0.006391317632,11531.25,0.001225326202,11531.25,0.004252504327,11531.25,1.663311394,11531.25,0.03268503352,11531.25,0.04051575516
11554.6875,0.00792455345,11554.6875,0.0007251536769,11554.6875,0.02372062937,11554.6875,1.188960276,11554.6875,0.02197585347,11554.6875,0.0434304823
11578.125,0.004255539965,11578.125,0.001358086384,11578.125,0.02732711632,11578.125,0.1325953191,11578.125,0.01665938526,11578.125,0.044190902
11601.5625,0.003892764357,11601.5625,0.001725295918,11601.5625,0.01716825415,11601.5625,0.6261929068,11601.5625,0.02419107528,11601.5625,0.03130661492
11625,0.001473142823,11625,0.0033619152,11625,0.01373833954,11625,0.9076918069,11625,0.02636430993,11625,0.02504065194
11648.4375,0.00300896721,11648.4375,0.001018929754,11648.4375,0.009401466559,11648.4375,1.490682555,11648.4375,0.01446910587,11648.4375,0.01558383024
11671.875,0.003690656219,11671.875,0.002160630858,11671.875,0.008076193852,11671.875,0.6838370627,11671.875,0.04313770617,11671.875,0.02466710535
11695.3125,0.002108689757,11695.3125,0.001030698758,11695.3125,0.0308850848,11695.3125,0.7316891352,11695.3125,0.0380285448,11695.3125,0.03750658338
11718.75,0.005084080981,11718.75,0.003549404399,11718.75,0.00671149655,11718.75,0.1880781537,11718.75,0.06664908856,11718.75,0.04728737569
11742.1875,0.003677340512,11742.1875,0.001803290731,11742.1875,0.007434757444,11742.1875,1.073751398,11742.1875,0.03004970097,11742.1875,0.03235329807
11765.625,0.007556905578,11765.625,0.003467361727,11765.625,0.01090249744,11765.625,0.6530357645,11765.625,0.02602353034,11765.625,0.0200098385
11789.0625,0.01179127584,11789.0625,0.002704237425,11789.0625,0.02039115504,11789.0625,0.8602910751,11789.0625,0.03448176195,11789.0625,0.03073706821
11812.5,0.001961416146,11812.5,0.002708529121,11812.5,0.02632797548,11812.5,1.231456138,11812.5,0.02435748033,11812.5,0.03582675456
11835.9375,0.003407647482,11835.9375,0.00146167621,11835.9375,0.002960557092,11835.9375,0.2668517554,11835.9375,0.03019049386,11835.9375,0.01712489961
11859.375,0.008989288459,11859.375,0.003710772858,11859.375,0.01644598922,11859.375,0.8137591002,11859.375,0.03462854576,11859.375,0.04667316987
11882.8125,0.00322596797,11882.8125,0.00143929768,11882.8125,0.01239199569,11882.8125,0.990046364,11882.8125,0.01712674056,11882.8125,0.02781142756
11906.25,0.002663829445,11906.25,0.003537099442,11906.25,0.02550485555,11906.25,0.3857578112,11906.25,0.02158390616,11906.25,0.02760400963
11929.6875,0.002698413014,11929.6875,0.001414004197,11929.6875,0.01831650505,11929.6875,1.216383137,11929.6875,0.02585934837,11929.6875,0.01765265656
11953.125,0.001729787641,11953.125,0.002724455009,11953.125,0.01957276606,11953.125,1.01635398,11953.125,0.02831171466,11953.125,0.05146219537
11976.5625,0.0043254631,11976.5625,0.002787723082,11976.5625,0.01667786171,11976.5625,1.02849129,11976.5625,0.03109536139,11976.5625,0.03230904335
12000,0.003673007145,12000,0.003089761291,12000,0.01761951945,12000,0.517657135,12000,0.03864224854,12000,0.03780381087
12023.4375,0.002184675428,12023.4375,0.001408724583,12023.4375,0.02029542895,12023.4375,0.6628597942,12023.4375,0.03881179219,12023.4375,0.007174926065
12046.875,0.002253704174,12046.875,0.001740349486,12046.875,0.02561161301,12046.875,1.81125073,12046.875,0.01309913736,12046.875,0.03439860914
12070.3125,0.005579595638,12070.3125,0.003363799455,12070.3125,0.01731642495,12070.3125,0.8476247059,12070.3125,0.05956923118,12070.3125,0.04124701991
12093.75,0.004883609163,12093.75,0.0009269111183,12093.75,0.01454269437,12093.75,0.5172417755,12093.75,0.03152002596,12093.75,0.009892665174
12117.1875,0.003308524064,12117.1875,0.00174116016,12117.1875,0.01072813196,12117.1875,0.5236815229,12117.1875,0.008345481304,12117.1875,0.0267558816
12140.625,0.003005344188,12140.625,0.002853308813,12140.625,0.02555559419,12140.625,0.9281709066,12140.625,0.009427360229,12140.625,0.04036752259
12164.0625,0.009325340412,12164.0625,0.001850623746,12164.0625,0.008433788418,12164.0625,0.8742710071,12164.0625,0.02175609981,12164.0625,0.02026216701
12187.5,0.006854710492,12187.5,0.002404042444,12187.5,0.02210038828,12187.5,0.2302797585,12187.5,0.02064226384,12187.5,0.009415526602
12210.9375,0.006114915807,12210.9375,0.004468255574,12210.9375,0.02301893979,12210.9375,1.187813169,12210.9375,0.02409850418,12210.9375,0.0305971763
12234.375,0.009152478898,12234.375,0.002761621772,12234.375,0.01267191932,12234.375,0.61478668,12234.375,0.0643372701,12234.375,0.04375318931
12257.8125,0.001462927189,12257.8125,0.002760800925,12257.8125,0.03630642146,12257.8125,1.282635755,12257.8125,0.1095001952,12257.8125,0.03005085984
12281.25,0.009089590743,12281.25,0.003106137496,12281.25,0.01643318642,12281.25,1.994783304,12281.25,0.06536516955,12281.25,0.01665704498
12304.6875,0.004536743586,12304.6875,0.001066996332,12304.6875,0.02147060932,12304.6875,2.019361511,12304.6875,0.06518089768,12304.6875,0.02761490997
12328.125,0.007985502005,12328.125,0.0008163226921,12328.125,0.02544014975,12328.125,1.159433559,12328.125,0.0266560897,12328.125,0.01546418942
12351.5625,0.006617858169,12351.5625,0.001690735739,12351.5625,0.01868289769,12351.5625,1.377263434,12351.5625,0.02326914163,12351.5625,0.05198397927
12375,0.004335366252,12375,0.001698753069,12375,0.02377614942,12375,2.061019106,12375,0.03583308351,12375,0.06631404659
12398.4375,0.01173561499,12398.4375,0.001630828211,12398.4375,0.03176553956,12398.4375,1.32339471,12398.4375,0.08579434085,12398.4375,0.04167099921
12421.875,0.003067179933,12421.875,0.004711550948,12421.875,0.001676680267,12421.875,0.2602869524,12421.875,0.1224251788,12421.875,0.04063046528
12445.3125,0.006012307025,12445.3125,0.002396455692,12445.3125,0.04306673923,12445.3125,1.107961677,12445.3125,0.06397157204,12445.3125,0.007286043625
12468.75,0.001213661059,12468.75,0.0006151905097,12468.75,0.01672005893,12468.75,2.099768987,12468.75,0.01874271501,12468.75,0.01662924826
12492.1875,0.002507486578,12492.1875,0.001319286498,12492.1875,0.00233261494,12492.1875,1.400667846,12492.1875,0.0320896813,12492.1875,0.03367435311
12515.625,0.00152038067,12515.625,0.003498748409,12515.625,0.01831841308,12515.625,1.503267627,12515.625,0.02373791457,12515.625,0.04720621221
12539.0625,0.001630329508,12539.0625,0.004117287172,12539.0625,0.01428158829,12539.0625,2.153199068,12539.0625,0.08271725788,12539.0625,0.01661947399
12562.5,0.008126238046,12562.5,0.00228347539,12562.5,0.008116529476,12562.5,2.227343903,12562.5,0.120736044,12562.5,0.04914513574
12585.9375,0.003437171071,12585.9375,0.004056195424,12585.9375,0.03635870785,12585.9375,2.290578292,12585.9375,0.1125734863,12585.9375,0.02066612386
12609.375,0.004547448491,12609.375,0.002837464669,12609.375,0.004298786509,12609.375,0.9204781256,12609.375,0.0705162972,12609.375,0.05715436004
12632.8125,0.004932089678,12632.8125,0.005269386564,12632.8125,0.03385651733,12632.8125,2.07138296,12632.8125,0.02953779428,12632.8125,0.06491165298
12656.25,0.003674256802,12656.25,0.0034376548,12656.25,0.01733571489,12656.25,0.9374397968,12656.25,0.06167427758,12656.25,0.02373431112
12679.6875,0.001497398928,12679.6875,0.001758345603,12679.6875,0.009744025871,12679.6875,1.428954183,12679.6875,0.0549251446,12679.6875,0.02380840626
12703.125,0.005192779784,12703.125,0.003077458743,12703.125,0.03137399044,12703.125,0.7401126095,12703.125,0.03842550242,12703.125,0.01031833113
12726.5625,0.009792967896,12726.5625,0.00361311862,12726.5625,0.02221515832,12726.5625,0.547683387,12726.5625,0.06068406337,12726.5625,0.01581798009
12750,0.006229348672,12750,0.004904435863,12750,0.01312402663,12750,0.4782066735,12750,0.05345813123,12750,0.02020822567
12773.4375,0.008385619596,12773.4375,0.001913790036,12773.4375,0.02127171672,12773.4375,1.024874282,12773.4375,0.08099383862,12773.4375,0.03372802573
12796.875,0.009039998368,12796.875,0.001400956336,12796.875,0.005630670345,12796.875,2.375384189,12796.875,0.0625596843,12796.875,0.03982724074
12820.3125,0.002665266952,12820.3125,0.0002888527665,12820.3125,0.01277207098,12820.3125,1.966347154,12820.3125,0.06896428556,12820.3125,0.01201837627
12843.75,0.00894671779,12843.75,0.001021710398,12843.75,0.01784052438,12843.75,1.282992999,12843.75,0.06409148797,12843.75,0.01706058068
12867.1875,0.0004659649204,12867.1875,0.001888122315,12867.1875,0.01065788435,12867.1875,0.98748317,12867.1875,0.1213043373,12867.1875,0.02043497416
12890.625,0.004403176966,12890.625,0.002522950508,12890.625,0.02629389371,12890.625,0.5213360613,12890.625,0.05298646326,12890.625,0.02350016409
12914.0625,0.0108705385,12914.0625,0.00204388725,12914.0625,0.01928002794,12914.0625,1.069178203,12914.0625,0.08326903312,12914.0625,0.007518332605
12937.5,0.006548267448,12937.5,0.001140413714,12937.5,0.01904412142,12937.5,0.7351917607,12937.5,0.1002821103,12937.5,0.01051556531
12960.9375,0.003509749414,12960.9375,0.003438131568,12960.9375,0.04192232346,12960.9375,2.040409504,12960.9375,0.1391917876,12960.9375,0.03982939633
12984.375,0.007115249098,12984.375,0.002944082689,12984.375,0.04221114561,12984.375,0.985351481,12984.375,0.1217921843,12984.375,0.04731945853
13007.8125,0.00697246676,13007.8125,0.0009762200723,13007.8125,0.02118135162,13007.8125,1.05465671,13007.8125,0.04736761561,13007.8125,0.02844826116
13031.25,0.002669199863,13031.25,0.00355703731,13031.25,0.04072778846,13031.25,1.461054338,13031.25,0.05895204124,13031.25,0.01811221795
