Frequency (Hz),Absolute Amplitude (a.u.)
12937.5,0.001140413714
12960.9375,0.003438131568
12984.375,0.002944082689
13007.8125,0.0009762200723
13031.25,0.00355703731
13054.6875,0.003989665952
13078.125,0.003813065624
13101.5625,0.002073123439
13125,0.001778735253
13148.4375,0.003163050758
13171.875,0.003294264553
13195.3125,0.001709586299
13218.75,0.002617015971
13242.1875,0.0002838395515
13265.625,0.00161852299
13289.0625,0.002123030965
13312.5,0.001406495306
13335.9375,0.00219860798
13359.375,0.003929223432
13382.8125,0.001273598068
13406.25,0.001289938103
13429.6875,0.00188975533
13453.125,0.001896137891
13476.5625,0.002061477448
13500,0.001915082924
13523.4375,0.001939782015
13546.875,0.001840257817
13570.3125,0.001515743925
13593.75,0.00290970726
13617.1875,0.00290210141
13640.625,0.003476975305
13664.0625,0.003531446668
13687.5,0.001366698885
13710.9375,0.002984685357
13734.375,0.001558421664
13757.8125,0.000927431612
13781.25,0.001023333417
13804.6875,0.002853460199
13828.125,0.001672409941
13851.5625,0.0006463787347
13875,0.003771011208
13898.4375,0.001786831517
13921.875,0.001712423203
13945.3125,0.003342306788
13968.75,0.002755058141
13992.1875,0.00146419629
14015.625,0.001559313382
14039.0625,0.001577210609
14062.5,0.002764830646
14085.9375,0.004124314757
14109.375,0.001702923115
14132.8125,0.004372314902
14156.25,0.0009001708096
14179.6875,0.0009654446513
14203.125,0.007143818073
14226.5625,0.0006443828739
14250,0.002447610064
14273.4375,0.0004320035107
14296.875,0.004019379531
14320.3125,0.001502619531
14343.75,0.0007264973946
14367.1875,0.003780760715
14390.625,0.002221384297
14414.0625,0.002313853122
14437.5,0.001897412771
14460.9375,0.003737477374
14484.375,0.002420235133
14507.8125,0.002882059978
14531.25,0.002444112859
14554.6875,0.0002893119088
14578.125,0.002471653998
14601.5625,0.0016721637
14625,0.0003483529617
14648.4375,0.0008723271994
14671.875,0.002056719901
14695.3125,0.002030737723
14718.75,0.002037454231
14742.1875,0.001668497208
14765.625,0.0003807181386
14789.0625,0.003058254447
14812.5,0.001084031757
14835.9375,0.002824645012
14859.375,0.001401618462
14882.8125,0.002438821467
14906.25,0.001749817773
14929.6875,0.001694039835
14953.125,0.004103227529
14976.5625,0.001977999954
15000,0.003381080693
15023.4375,0.001570205788
15046.875,0.001123934725
15070.3125,0.003337573673
15093.75,0.001245201305
15117.1875,0.001082443759
15140.625,0.00272196202
15164.0625,0.002074357829
15187.5,0.001321619296
15210.9375,0.004746768783
15234.375,0.002461164806
15257.8125,0.0007223684569
15281.25,0.001005617543
15304.6875,0.000692439775
15328.125,0.002916309401
15351.5625,0.001901377292
15375,0.002353077055
15398.4375,0.002808151136
15421.875,0.004310048908
15445.3125,0.001751260612
15468.75,0.002139981826
15492.1875,0.001973747853
15515.625,0.002179432459
15539.0625,0.004841778765
15562.5,0.001007156533
15585.9375,0.001584080984
15609.375,0.004164042946
15632.8125,0.002459042458
15656.25,0.002175533301
15679.6875,0.002573171034
15703.125,0.001453078496
15726.5625,0.001170655456
15750,0.001290377049
15773.4375,0.003710963653
15796.875,0.004948613221
15820.3125,0.004590042606
15843.75,0.003712093346
15867.1875,0.004024871262
15890.625,0.003030681676
15914.0625,0.004380103064
15937.5,0.001133535454
15960.9375,0.003813387843
15984.375,0.003367727064
16007.8125,0.000889468495
16031.25,0.001122328499
16054.6875,0.004624416681
16078.125,0.001546140516
16101.5625,0.003987566258
16125,0.001667769581
16148.4375,0.004033333116
16171.875,0.001999420556
16195.3125,0.001374421843
16218.75,0.001272701875
16242.1875,0.002693330718
16265.625,0.001068045854
16289.0625,0.001054328214
16312.5,0.001563254683
16335.9375,0.00202029134
16359.375,0.005115641753
16382.8125,0.000793660818
16406.25,0.001440665879
16429.6875,0.003210476039
16453.125,0.001086838964
16476.5625,0.0009548964947
16500,0.00264903355
16523.4375,0.001726373112
16546.875,0.003595965039
16570.3125,0.002222533811
16593.75,0.002753201187
16617.1875,0.006143240035
16640.625,0.00348205763
16664.0625,0.002190292413
16687.5,0.001442491123
16710.9375,0.002204980615
16734.375,0.003278328139
16757.8125,0.00147045505
16781.25,0.002972948599
16804.6875,0.002509462969
16828.125,0.004461604865
16851.5625,0.003017903018
16875,0.002624119113
16898.4375,0.003138964516
16921.875,0.00201229899
16945.3125,0.00425033568
16968.75,0.001857681075
16992.1875,0.005747121649
17015.625,0.00132287047
17039.0625,0.005035549098
17062.5,0.002363426653
17085.9375,0.006094970619
17109.375,0.002010456348
17132.8125,0.002489958356
17156.25,0.001770937173
17179.6875,0.003188263039
17203.125,0.002933099236
17226.5625,0.002102996538
17250,0.003629369121
17273.4375,0.004542113662
17296.875,0.005644478486
17320.3125,0.001308628224
17343.75,0.001912502289
17367.1875,0.002752187781
17390.625,0.002373891007
17414.0625,0.0008941887265
17437.5,0.003630897463
17460.9375,0.003144985574
17484.375,0.006174578134
17507.8125,0.002010942491
17531.25,0.001816737808
17554.6875,0.001283296685
17578.125,0.002457476154
17601.5625,0.003309261003
17625,0.005183316164
17648.4375,0.002318293713
17671.875,0.0008399985201
17695.3125,0.0009691286428
17718.75,0.004159177199
